Days after plantation,Date,Phase,soil moisture(%),Required Soil Moisture(%),Soil Moisture Difference,Kc, Eto          (in mm),Etc             (in mm),Etc(in m),Rainfall(in mm),Rainfall(in m),Soil bulk Density (g/cm3),Root Zone Depth(cm),NIR(Net Irrigation Requirement)(in cm),NIR( in m),Farm Area(in Acres),acres_to_sqm,Final Area(in sqm),Volume_SM(to match req S.M),Volume (Rainfall),Volume(Etc),Final Volume,Irrigation Req
,,Different crop growth Stages,Current S.M,Standard S.M values at each stages,Req S.M- Current S.M,Standard Kc values at each stages ,Daily Value from API,Kc*Eto,Etc(in mm)/1000,Daily Value from Azure WeatherAPI,Rainfall(in mm)/1000,S.B.D,Standard values at each growth stages,(S.M Diff/100)*RZD*S.B.D,NIR/100,Farm Size,4046.85,Farm Size*4046.85,Final Area*NIR(in m),Final Area* Rainfall(in m),Final Area*Etc(in m),Volume_SM+Volume(Etc)-Volume(Rainfall),Final Volume*1000
